"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2019 - Stemmeberettigede";"FV2019 - Afgivne stemmer";"FV2019 - Blanke stemmer";"FV2019 - Andre ugyldige stemmer";"FV2019 - Gyldige stemmer";"FV2019 - A. Socialdemokratiet";"FV2019 - B. Radikale Venstre";"FV2019 - C. Det Konservative Folkeparti";"FV2019 - F. SF - Socialistisk Folkeparti";"FV2019 - I. Liberal Alliance";"FV2019 - K. Kristendemokraterne";"FV2019 - O. Dansk Folkeparti";"FV2019 - V. Venstre, Danmarks Liberale Parti";"FV2019 - Ø. Enhedslisten - De Rød-Grønne";"FV2019 - Å. Alternativet";"FV2019 - D. Nye Borgerlige";"FV2019 - P. Stram Kurs";"FV2019 - E. Klaus Riskær Pedersen";"FV2019 - 1. Uden for partierne";"FV2019 - 2. Uden for partierne";"FV2019 - 3. Uden for partierne";"FV2019 - 4. Uden for partierne";"FV2019 - 5. Uden for partierne"
"630005";"630005";"57";"7";"2";"1430";"1305";"14";"3";"1288";"301";"75";"67";"64";"15";"30";"201";"413";"29";"14";"39";"32";"8";"0";"-";"-";"-";"-"
"630006";"630006";"57";"7";"2";"2712";"2291";"18";"6";"2267";"466";"141";"106";"99";"52";"47";"300";"829";"66";"25";"89";"32";"13";"2";"-";"-";"-";"-"
"630007";"630007";"57";"7";"2";"730";"667";"2";"2";"663";"158";"45";"22";"23";"22";"16";"138";"179";"24";"5";"21";"7";"3";"0";"-";"-";"-";"-"
"630008";"630008";"57";"7";"2";"1476";"1305";"15";"2";"1288";"305";"78";"46";"82";"27";"30";"175";"395";"45";"23";"47";"27";"8";"0";"-";"-";"-";"-"
"630009";"630009";"57";"7";"2";"11270";"8600";"89";"44";"8467";"2232";"741";"440";"600";"303";"164";"850";"1834";"514";"245";"264";"181";"94";"5";"-";"-";"-";"-"
"630010";"630010";"57";"7";"2";"936";"841";"16";"2";"823";"185";"49";"39";"52";"22";"19";"103";"253";"23";"15";"40";"15";"8";"0";"-";"-";"-";"-"
"630011";"630011";"57";"7";"2";"3531";"3142";"20";"10";"3112";"716";"225";"231";"140";"81";"59";"338";"1083";"82";"37";"70";"30";"20";"0";"-";"-";"-";"-"
"630012";"630012";"57";"7";"2";"2681";"2422";"13";"4";"2405";"431";"275";"215";"131";"92";"27";"197";"797";"96";"67";"50";"17";"10";"0";"-";"-";"-";"-"
"630013";"630013";"57";"7";"2";"2271";"1912";"24";"5";"1883";"549";"281";"64";"122";"21";"50";"206";"321";"143";"36";"42";"35";"12";"1";"-";"-";"-";"-"
"630014";"630014";"57";"7";"2";"2068";"1738";"17";"1";"1720";"567";"162";"77";"144";"27";"23";"202";"303";"91";"37";"52";"26";"8";"1";"-";"-";"-";"-"
"630015";"630015";"57";"7";"2";"3557";"2864";"40";"15";"2809";"775";"219";"173";"178";"85";"52";"308";"609";"181";"61";"102";"38";"28";"0";"-";"-";"-";"-"
"630016";"630016";"56";"7";"2";"1775";"1664";"15";"0";"1649";"357";"143";"115";"90";"33";"49";"168";"532";"59";"31";"41";"24";"7";"0";"-";"-";"-";"-"
"630017";"630017";"56";"7";"2";"4445";"3747";"23";"9";"3715";"788";"157";"212";"118";"58";"120";"808";"1129";"68";"58";"106";"58";"33";"2";"-";"-";"-";"-"
"630018";"630018";"56";"7";"2";"1724";"1480";"10";"1";"1469";"254";"69";"83";"62";"31";"66";"427";"324";"45";"38";"46";"13";"10";"1";"-";"-";"-";"-"
"630019";"630019";"56";"7";"2";"957";"816";"6";"2";"808";"163";"49";"38";"46";"16";"19";"178";"228";"20";"14";"18";"14";"5";"0";"-";"-";"-";"-"
"630020";"630020";"56";"7";"2";"861";"749";"5";"1";"743";"159";"30";"20";"26";"24";"14";"162";"224";"32";"9";"21";"14";"8";"0";"-";"-";"-";"-"
"630021";"630021";"56";"7";"2";"751";"655";"8";"0";"647";"114";"25";"38";"18";"18";"35";"120";"212";"15";"7";"31";"8";"6";"0";"-";"-";"-";"-"
"630022";"630022";"56";"7";"2";"365";"338";"5";"0";"333";"48";"20";"15";"11";"16";"9";"40";"133";"15";"2";"13";"10";"1";"0";"-";"-";"-";"-"
"630023";"630023";"56";"7";"2";"1226";"1019";"11";"2";"1006";"197";"37";"45";"48";"22";"27";"231";"276";"26";"25";"38";"22";"12";"0";"-";"-";"-";"-"
"630024";"630024";"56";"7";"2";"3200";"2850";"25";"11";"2814";"633";"288";"149";"305";"58";"69";"215";"729";"156";"86";"66";"36";"20";"4";"-";"-";"-";"-"
"630025";"630025";"56";"7";"2";"1298";"1108";"11";"4";"1093";"201";"60";"46";"75";"14";"57";"173";"313";"57";"23";"33";"27";"14";"0";"-";"-";"-";"-"
"630026";"630026";"56";"7";"2";"1123";"998";"2";"1";"995";"248";"79";"57";"51";"27";"53";"96";"283";"32";"26";"21";"12";"10";"0";"-";"-";"-";"-"
"630027";"630027";"56";"7";"2";"1634";"1449";"20";"5";"1424";"331";"85";"66";"61";"35";"26";"205";"469";"35";"23";"49";"25";"11";"3";"-";"-";"-";"-"
"630028";"630028";"56";"7";"2";"1236";"1101";"13";"2";"1086";"189";"55";"41";"41";"24";"19";"158";"426";"48";"32";"35";"12";"5";"1";"-";"-";"-";"-"
"630029";"630029";"56";"7";"2";"1117";"986";"16";"3";"967";"220";"64";"56";"41";"17";"25";"150";"271";"32";"18";"38";"21";"14";"0";"-";"-";"-";"-"
"630030";"630030";"56";"7";"2";"4669";"3841";"26";"6";"3809";"907";"640";"186";"282";"73";"157";"365";"745";"238";"75";"77";"48";"14";"2";"-";"-";"-";"-"
"630031";"630031";"56";"7";"2";"1345";"1193";"16";"0";"1177";"219";"131";"82";"54";"56";"34";"98";"396";"24";"18";"45";"11";"8";"1";"-";"-";"-";"-"
"630032";"630032";"56";"7";"2";"6294";"5696";"32";"9";"5655";"1142";"515";"591";"263";"189";"135";"507";"1856";"147";"88";"136";"46";"34";"6";"-";"-";"-";"-"
"630033";"630033";"56";"7";"2";"1882";"1607";"13";"6";"1588";"366";"180";"82";"141";"43";"43";"159";"325";"106";"43";"40";"42";"16";"2";"-";"-";"-";"-"
"630034";"630034";"56";"7";"2";"3136";"2740";"14";"3";"2723";"728";"237";"139";"190";"65";"77";"290";"688";"113";"62";"87";"28";"18";"1";"-";"-";"-";"-"
"657001";"657001";"80";"9";"3";"19385";"15950";"148";"33";"15769";"3595";"1189";"1375";"956";"682";"721";"1051";"4556";"604";"364";"296";"276";"104";"-";"-";"-";"-";"-"
"657002";"657002";"80";"9";"3";"997";"817";"6";"2";"809";"200";"22";"38";"33";"12";"37";"109";"273";"16";"14";"25";"27";"3";"-";"-";"-";"-";"-"
"657005";"657005";"80";"9";"3";"2470";"2122";"8";"5";"2109";"439";"111";"165";"71";"48";"179";"214";"727";"34";"25";"44";"39";"13";"-";"-";"-";"-";"-"
"657006";"657006";"80";"9";"3";"739";"606";"10";"0";"596";"145";"21";"35";"33";"17";"42";"82";"148";"24";"10";"12";"22";"5";"-";"-";"-";"-";"-"
"657007";"657007";"80";"9";"3";"4532";"4161";"32";"4";"4125";"856";"242";"398";"207";"124";"206";"243";"1611";"71";"40";"55";"44";"28";"-";"-";"-";"-";"-"
"657008";"657008";"80";"9";"3";"1718";"1438";"6";"2";"1430";"345";"50";"89";"54";"18";"113";"161";"500";"36";"20";"20";"14";"10";"-";"-";"-";"-";"-"
"657009";"657009";"80";"9";"3";"703";"623";"4";"0";"619";"91";"36";"30";"15";"14";"67";"81";"234";"14";"10";"15";"10";"2";"-";"-";"-";"-";"-"
"657011";"657011";"80";"9";"3";"583";"514";"5";"3";"506";"105";"32";"33";"12";"19";"31";"61";"168";"15";"5";"11";"11";"3";"-";"-";"-";"-";"-"
"657013";"657013";"81";"9";"3";"3070";"2699";"28";"4";"2667";"506";"78";"210";"98";"57";"392";"224";"923";"56";"24";"37";"49";"13";"-";"-";"-";"-";"-"
"657014";"657014";"81";"9";"3";"579";"477";"6";"1";"470";"85";"13";"26";"15";"12";"21";"61";"192";"12";"6";"12";"11";"4";"-";"-";"-";"-";"-"
"657015";"657015";"81";"9";"3";"1286";"1057";"10";"0";"1047";"273";"89";"52";"85";"32";"61";"61";"224";"80";"30";"19";"29";"12";"-";"-";"-";"-";"-"
"657016";"657016";"81";"9";"3";"842";"749";"2";"2";"745";"143";"35";"66";"28";"7";"41";"77";"287";"13";"4";"21";"14";"9";"-";"-";"-";"-";"-"
"657017";"657017";"81";"9";"3";"6329";"5543";"33";"6";"5504";"1044";"382";"524";"258";"201";"391";"353";"1898";"147";"109";"96";"65";"36";"-";"-";"-";"-";"-"
"657018";"657018";"81";"9";"3";"524";"470";"3";"4";"463";"94";"8";"27";"16";"8";"38";"55";"193";"10";"5";"3";"4";"2";"-";"-";"-";"-";"-"
"657019";"657019";"81";"9";"3";"682";"577";"4";"1";"572";"135";"28";"37";"19";"16";"24";"70";"192";"15";"11";"17";"6";"2";"-";"-";"-";"-";"-"
"657020";"657020";"81";"9";"3";"345";"269";"1";"1";"267";"38";"11";"26";"13";"6";"5";"43";"97";"9";"4";"7";"6";"2";"-";"-";"-";"-";"-"
"657021";"657021";"81";"9";"3";"662";"584";"3";"0";"581";"111";"24";"34";"33";"18";"55";"56";"206";"15";"8";"8";"9";"4";"-";"-";"-";"-";"-"
"657022";"657022";"81";"9";"3";"707";"650";"2";"0";"648";"142";"17";"32";"36";"5";"93";"71";"192";"21";"6";"17";"12";"4";"-";"-";"-";"-";"-"
"657023";"657023";"81";"9";"3";"3760";"3389";"19";"4";"3366";"734";"184";"260";"201";"94";"220";"258";"1197";"60";"21";"58";"65";"14";"-";"-";"-";"-";"-"
"657024";"657024";"81";"9";"3";"3503";"3081";"32";"8";"3041";"667";"128";"296";"115";"71";"127";"262";"1186";"70";"21";"61";"22";"15";"-";"-";"-";"-";"-"
"657025";"657025";"81";"9";"3";"944";"788";"6";"2";"780";"129";"23";"57";"29";"20";"116";"83";"261";"22";"6";"17";"8";"9";"-";"-";"-";"-";"-"
"657026";"657026";"81";"9";"3";"4326";"3820";"17";"5";"3798";"821";"225";"491";"219";"65";"320";"241";"1167";"87";"39";"69";"39";"15";"-";"-";"-";"-";"-"
"657027";"657027";"81";"9";"3";"3245";"2842";"22";"5";"2815";"595";"104";"205";"125";"43";"259";"249";"1048";"55";"33";"47";"33";"19";"-";"-";"-";"-";"-"
"657028";"657028";"81";"9";"3";"376";"333";"1";"0";"332";"81";"14";"16";"18";"11";"15";"36";"119";"7";"3";"5";"7";"0";"-";"-";"-";"-";"-"
"657029";"657029";"81";"9";"3";"1232";"1098";"3";"0";"1095";"207";"35";"50";"34";"17";"188";"99";"412";"18";"6";"13";"9";"7";"-";"-";"-";"-";"-"
"657030";"657030";"81";"9";"3";"811";"711";"4";"1";"706";"132";"26";"47";"30";"20";"43";"108";"255";"10";"3";"18";"14";"0";"-";"-";"-";"-";"-"
"661001";"661001";"82";"9";"3";"14130";"11961";"99";"28";"11834";"3276";"677";"865";"871";"353";"488";"850";"3341";"479";"210";"182";"175";"67";"-";"-";"-";"-";"-"
"661002";"661002";"82";"9";"3";"3609";"3346";"18";"2";"3326";"859";"161";"201";"215";"79";"129";"212";"1259";"81";"34";"45";"33";"18";"-";"-";"-";"-";"-"
"661003";"661003";"82";"9";"3";"1651";"1436";"5";"6";"1425";"362";"54";"62";"67";"48";"48";"105";"562";"25";"25";"17";"39";"11";"-";"-";"-";"-";"-"
"661004";"661004";"82";"9";"3";"3279";"2954";"14";"3";"2937";"722";"138";"227";"184";"102";"108";"180";"1097";"64";"46";"40";"18";"11";"-";"-";"-";"-";"-"
"661005";"661005";"82";"9";"3";"9961";"8459";"69";"20";"8370";"2721";"507";"514";"563";"170";"472";"665";"1967";"413";"113";"115";"119";"31";"-";"-";"-";"-";"-"
"661006";"661006";"82";"9";"3";"4206";"3578";"18";"9";"3551";"1027";"148";"212";"143";"61";"162";"393";"1145";"65";"34";"67";"71";"23";"-";"-";"-";"-";"-"
"661007";"661007";"82";"9";"3";"1450";"1272";"5";"4";"1263";"255";"47";"79";"70";"40";"109";"106";"464";"36";"19";"15";"16";"7";"-";"-";"-";"-";"-"
"661008";"661008";"82";"9";"3";"2468";"2059";"18";"2";"2039";"478";"51";"145";"215";"25";"52";"199";"724";"49";"14";"34";"36";"17";"-";"-";"-";"-";"-"
"661009";"661009";"82";"9";"3";"1479";"1245";"12";"0";"1233";"320";"29";"78";"67";"18";"33";"144";"437";"28";"11";"36";"25";"7";"-";"-";"-";"-";"-"
"661010";"661010";"82";"9";"3";"869";"730";"4";"0";"726";"176";"24";"44";"52";"11";"22";"91";"255";"19";"6";"12";"9";"5";"-";"-";"-";"-";"-"
"665001";"665001";"73";"9";"3";"5298";"4468";"29";"27";"4412";"1120";"258";"473";"291";"87";"183";"347";"1340";"92";"61";"67";"71";"22";"-";"-";"-";"-";"-"
"665002";"665002";"73";"9";"3";"1859";"1626";"11";"5";"1610";"367";"116";"121";"119";"26";"98";"142";"506";"44";"25";"20";"14";"12";"-";"-";"-";"-";"-"
"665003";"665003";"73";"9";"3";"1631";"1428";"9";"3";"1416";"325";"68";"123";"87";"17";"45";"117";"537";"46";"11";"14";"21";"5";"-";"-";"-";"-";"-"
"665004";"665004";"73";"9";"3";"1485";"1287";"8";"3";"1276";"314";"63";"91";"79";"16";"51";"117";"426";"55";"22";"21";"17";"4";"-";"-";"-";"-";"-"
"665005";"665005";"73";"9";"3";"1033";"837";"9";"2";"826";"143";"33";"56";"44";"16";"29";"81";"356";"22";"12";"12";"17";"5";"-";"-";"-";"-";"-"
"665006";"665006";"73";"9";"3";"1041";"906";"6";"2";"898";"137";"27";"209";"44";"14";"46";"77";"278";"14";"6";"19";"25";"2";"-";"-";"-";"-";"-"
"665007";"665007";"73";"9";"3";"1564";"1229";"8";"3";"1218";"265";"24";"72";"34";"16";"46";"131";"533";"23";"5";"32";"28";"9";"-";"-";"-";"-";"-"
"665008";"665008";"73";"9";"3";"1355";"1168";"4";"2";"1162";"307";"20";"67";"47";"13";"125";"96";"428";"19";"5";"11";"20";"4";"-";"-";"-";"-";"-"
"671001";"671001";"73";"9";"3";"6242";"5076";"41";"18";"5017";"1706";"252";"345";"353";"107";"118";"417";"1257";"198";"61";"94";"77";"32";"-";"-";"-";"-";"-"
"671002";"671002";"73";"9";"3";"1658";"1433";"9";"8";"1416";"473";"55";"101";"90";"39";"28";"127";"372";"41";"29";"20";"36";"5";"-";"-";"-";"-";"-"
"671003";"671003";"73";"9";"3";"1247";"1109";"11";"1";"1097";"265";"44";"77";"45";"18";"64";"97";"397";"28";"14";"26";"14";"8";"-";"-";"-";"-";"-"
"671004";"671004";"73";"9";"3";"1353";"1180";"12";"3";"1165";"379";"37";"77";"78";"13";"39";"91";"362";"34";"15";"14";"17";"9";"-";"-";"-";"-";"-"
"671005";"671005";"73";"9";"3";"1483";"1330";"7";"1";"1322";"384";"76";"104";"91";"26";"40";"75";"444";"30";"17";"13";"16";"6";"-";"-";"-";"-";"-"
"671006";"671006";"73";"9";"3";"1592";"1391";"6";"3";"1382";"280";"47";"76";"74";"32";"137";"135";"506";"22";"25";"21";"20";"7";"-";"-";"-";"-";"-"
"671007";"671007";"73";"9";"3";"2404";"2022";"13";"8";"2001";"553";"78";"173";"100";"31";"120";"190";"588";"65";"20";"40";"30";"13";"-";"-";"-";"-";"-"
"706001";"706001";"66";"8";"3";"7086";"5918";"37";"10";"5871";"1568";"375";"407";"410";"87";"92";"551";"1625";"328";"185";"110";"73";"54";"6";"0";"-";"-";"-"
"706002";"706002";"66";"8";"3";"3018";"2626";"18";"6";"2602";"619";"167";"126";"223";"28";"31";"288";"660";"235";"111";"47";"27";"36";"2";"2";"-";"-";"-"
"706003";"706003";"66";"8";"3";"1705";"1405";"12";"3";"1390";"386";"63";"44";"123";"28";"20";"166";"329";"119";"38";"22";"36";"16";"0";"0";"-";"-";"-"
"706004";"706004";"66";"8";"3";"2632";"2151";"17";"8";"2126";"598";"85";"94";"183";"58";"21";"250";"576";"115";"36";"48";"47";"15";"0";"0";"-";"-";"-"
"706005";"706005";"66";"8";"3";"3578";"2920";"21";"6";"2893";"880";"180";"124";"179";"68";"40";"313";"717";"139";"71";"88";"62";"29";"2";"1";"-";"-";"-"
"706006";"706006";"66";"8";"3";"5683";"4911";"27";"17";"4867";"1438";"387";"249";"379";"121";"77";"411";"1238";"259";"117";"96";"64";"27";"4";"0";"-";"-";"-"
"706007";"706007";"66";"8";"3";"2705";"2292";"28";"7";"2257";"631";"126";"71";"174";"54";"43";"236";"571";"112";"80";"68";"60";"28";"3";"0";"-";"-";"-"
"706008";"706008";"66";"8";"3";"6033";"5219";"47";"12";"5160";"1270";"436";"330";"392";"100";"105";"411";"1337";"330";"240";"94";"64";"44";"6";"1";"-";"-";"-"
"707001";"707001";"66";"8";"3";"7721";"6147";"52";"6";"6089";"2021";"202";"232";"462";"166";"93";"617";"1595";"255";"125";"143";"119";"53";"6";"0";"-";"-";"-"
"707002";"707002";"66";"8";"3";"114";"94";"1";"0";"93";"20";"6";"9";"8";"2";"0";"14";"11";"17";"5";"0";"0";"1";"0";"0";"-";"-";"-"
"707003";"707003";"66";"8";"3";"1959";"1630";"16";"4";"1610";"475";"50";"39";"93";"41";"19";"247";"411";"96";"33";"53";"35";"17";"1";"0";"-";"-";"-"
"707004";"707004";"66";"8";"3";"5294";"4127";"43";"12";"4072";"1534";"154";"132";"280";"75";"49";"484";"891";"155";"63";"123";"95";"32";"5";"0";"-";"-";"-"
"707005";"707005";"66";"8";"3";"3083";"2556";"15";"7";"2534";"685";"106";"108";"196";"34";"80";"283";"635";"188";"72";"62";"56";"27";"2";"0";"-";"-";"-"
"707006";"707006";"66";"8";"3";"1668";"1328";"13";"1";"1314";"354";"37";"58";"106";"27";"25";"128";"407";"66";"29";"38";"31";"8";"0";"0";"-";"-";"-"
"707007";"707007";"66";"8";"3";"2492";"1970";"16";"3";"1951";"629";"61";"58";"105";"78";"38";"232";"480";"124";"22";"60";"48";"16";"0";"0";"-";"-";"-"
"707008";"707008";"66";"8";"3";"1904";"1529";"14";"3";"1512";"580";"63";"40";"96";"68";"28";"177";"315";"53";"11";"28";"43";"9";"1";"0";"-";"-";"-"
"707009";"707009";"66";"8";"3";"3148";"2618";"19";"7";"2592";"794";"73";"98";"142";"294";"40";"298";"630";"92";"26";"50";"34";"19";"2";"0";"-";"-";"-"
"707010";"707010";"66";"8";"3";"1415";"1172";"14";"2";"1156";"404";"59";"33";"79";"41";"30";"107";"272";"61";"24";"24";"10";"11";"1";"0";"-";"-";"-"
"710001";"710001";"69";"8";"3";"4104";"3542";"37";"6";"3499";"952";"265";"205";"218";"87";"65";"314";"1013";"156";"100";"47";"57";"17";"3";"0";"-";"-";"-"
"710002";"710002";"69";"8";"3";"2787";"2413";"14";"2";"2397";"719";"170";"167";"145";"55";"41";"185";"689";"91";"39";"40";"36";"16";"3";"1";"-";"-";"-"
"710003";"710003";"69";"8";"3";"1554";"1383";"13";"0";"1370";"354";"96";"78";"76";"35";"33";"123";"423";"47";"32";"39";"26";"6";"2";"0";"-";"-";"-"
"710004";"710004";"69";"8";"3";"5620";"4865";"48";"11";"4806";"1547";"279";"348";"273";"73";"56";"475";"1286";"183";"81";"93";"72";"31";"8";"1";"-";"-";"-"
"710005";"710005";"69";"8";"3";"1512";"1348";"8";"4";"1336";"346";"88";"68";"102";"31";"20";"156";"351";"65";"25";"30";"40";"10";"3";"1";"-";"-";"-"
"710006";"710006";"69";"8";"3";"3386";"3020";"15";"5";"3000";"807";"307";"221";"236";"71";"60";"195";"729";"184";"89";"47";"41";"12";"1";"0";"-";"-";"-"
"710007";"710007";"69";"8";"3";"3076";"2835";"15";"2";"2818";"776";"257";"240";"208";"54";"69";"197";"727";"134";"48";"67";"26";"13";"2";"0";"-";"-";"-"
"710008";"710008";"69";"8";"3";"1227";"1099";"8";"3";"1088";"287";"100";"55";"80";"26";"21";"110";"264";"60";"34";"22";"14";"13";"1";"1";"-";"-";"-"
"710009";"710009";"69";"8";"3";"3055";"2573";"26";"3";"2544";"700";"113";"215";"153";"47";"62";"280";"700";"84";"46";"59";"58";"23";"4";"0";"-";"-";"-"
"710010";"710010";"69";"8";"3";"2747";"2309";"31";"3";"2275";"594";"94";"178";"105";"46";"48";"290";"665";"83";"39";"69";"47";"17";"0";"0";"-";"-";"-"
"710011";"710011";"69";"8";"3";"1505";"1267";"12";"1";"1254";"400";"60";"51";"60";"32";"16";"126";"345";"67";"21";"30";"33";"11";"2";"0";"-";"-";"-"
"710012";"710012";"69";"8";"3";"2125";"2001";"14";"1";"1986";"552";"178";"186";"122";"50";"55";"110";"570";"63";"33";"39";"15";"12";"1";"0";"-";"-";"-"
"710013";"710013";"69";"8";"3";"894";"766";"12";"3";"751";"173";"25";"35";"37";"20";"7";"105";"265";"29";"15";"18";"16";"6";"0";"0";"-";"-";"-"
"710014";"710014";"69";"8";"3";"844";"753";"5";"0";"748";"193";"68";"40";"37";"18";"16";"82";"172";"56";"28";"19";"12";"6";"1";"0";"-";"-";"-"
"727001";"727001";"70";"8";"3";"9530";"8333";"62";"16";"8255";"2303";"672";"667";"675";"160";"171";"589";"2000";"503";"226";"130";"95";"52";"11";"1";"-";"-";"-"
"727002";"727002";"70";"8";"3";"339";"314";"5";"0";"309";"72";"17";"18";"24";"3";"4";"23";"106";"19";"7";"10";"5";"1";"0";"0";"-";"-";"-"
"727003";"727003";"70";"8";"3";"1327";"1210";"6";"0";"1204";"288";"100";"89";"126";"13";"19";"82";"315";"74";"30";"39";"15";"14";"0";"0";"-";"-";"-"
"727004";"727004";"70";"8";"3";"971";"890";"4";"0";"886";"228";"77";"74";"86";"11";"17";"77";"203";"55";"31";"11";"11";"3";"2";"0";"-";"-";"-"
"727005";"727005";"70";"8";"3";"1581";"1423";"10";"0";"1413";"377";"112";"108";"137";"13";"13";"106";"351";"97";"57";"17";"13";"12";"0";"0";"-";"-";"-"
"727006";"727006";"70";"8";"3";"825";"701";"3";"0";"698";"163";"36";"92";"52";"8";"4";"67";"165";"48";"15";"27";"19";"1";"1";"0";"-";"-";"-"
"727007";"727007";"70";"8";"3";"1034";"898";"14";"0";"884";"279";"43";"67";"62";"11";"18";"78";"181";"73";"29";"15";"22";"5";"1";"0";"-";"-";"-"
"727008";"727008";"70";"8";"3";"968";"833";"8";"2";"823";"215";"54";"56";"56";"17";"12";"66";"223";"64";"25";"14";"12";"8";"1";"0";"-";"-";"-"
"727009";"727009";"70";"8";"3";"121";"119";"1";"0";"118";"17";"9";"7";"11";"4";"5";"5";"45";"7";"2";"3";"2";"1";"0";"0";"-";"-";"-"
"727010";"727010";"70";"8";"3";"89";"75";"0";"0";"75";"19";"0";"8";"7";"0";"2";"18";"15";"4";"1";"1";"0";"0";"0";"0";"-";"-";"-"
"730001";"730001";"68";"8";"3";"2403";"2033";"9";"2";"2022";"712";"109";"103";"160";"29";"34";"164";"438";"131";"61";"35";"32";"12";"2";"0";"-";"-";"-"
"730002";"730002";"68";"8";"3";"2175";"1917";"11";"2";"1904";"515";"92";"109";"92";"44";"32";"179";"669";"51";"36";"48";"26";"10";"1";"0";"-";"-";"-"
"730004";"730004";"68";"8";"3";"648";"572";"6";"0";"566";"169";"19";"19";"21";"14";"17";"61";"182";"29";"10";"12";"7";"6";"0";"0";"-";"-";"-"
"730005";"730005";"67";"8";"3";"1153";"915";"12";"1";"902";"341";"28";"33";"41";"12";"8";"98";"257";"34";"6";"28";"11";"4";"1";"0";"-";"-";"-"
"730006";"730006";"67";"8";"3";"907";"706";"6";"2";"698";"213";"23";"29";"38";"12";"16";"87";"168";"37";"10";"34";"25";"5";"1";"0";"-";"-";"-"
"730007";"730007";"67";"8";"3";"1120";"931";"13";"0";"918";"330";"19";"29";"39";"13";"8";"112";"265";"40";"8";"34";"14";"6";"1";"0";"-";"-";"-"
"730008";"730008";"67";"8";"3";"1998";"1707";"7";"2";"1698";"521";"85";"64";"83";"24";"29";"188";"552";"54";"33";"29";"28";"8";"0";"0";"-";"-";"-"
"730009";"730009";"67";"8";"3";"1199";"1036";"3";"3";"1030";"340";"45";"36";"48";"15";"23";"142";"269";"38";"1";"23";"38";"9";"3";"0";"-";"-";"-"
"730010";"730010";"67";"8";"3";"1070";"854";"10";"1";"843";"280";"28";"34";"44";"17";"35";"108";"211";"33";"9";"18";"18";"6";"2";"0";"-";"-";"-"
"730011";"730011";"67";"8";"3";"3784";"3221";"14";"9";"3198";"1106";"183";"136";"213";"56";"48";"315";"791";"174";"51";"53";"50";"22";"0";"0";"-";"-";"-"
"730012";"730012";"67";"8";"3";"2137";"1922";"12";"1";"1909";"543";"82";"106";"113";"44";"56";"167";"638";"55";"22";"40";"38";"4";"1";"0";"-";"-";"-"
"730013";"730013";"67";"8";"3";"3086";"2807";"20";"1";"2786";"674";"211";"222";"134";"71";"49";"185";"1014";"89";"41";"53";"24";"18";"1";"0";"-";"-";"-"
"730014";"730014";"67";"8";"3";"1997";"1694";"13";"3";"1678";"614";"61";"52";"78";"22";"38";"218";"464";"47";"14";"25";"32";"13";"0";"0";"-";"-";"-"
"730015";"730015";"67";"8";"3";"676";"547";"4";"2";"541";"171";"15";"8";"28";"14";"4";"82";"158";"14";"6";"24";"14";"2";"1";"0";"-";"-";"-"
"730016";"730016";"68";"8";"3";"864";"713";"8";"1";"704";"205";"21";"28";"29";"10";"8";"122";"202";"16";"10";"32";"16";"5";"0";"0";"-";"-";"-"
"730017";"730017";"68";"8";"3";"1000";"847";"9";"1";"837";"239";"28";"33";"53";"18";"20";"108";"255";"21";"14";"21";"19";"8";"0";"0";"-";"-";"-"
"730021";"730021";"68";"8";"3";"1835";"1607";"13";"3";"1591";"457";"79";"69";"121";"20";"44";"163";"479";"66";"36";"32";"18";"7";"0";"0";"-";"-";"-"
"730024";"730024";"68";"8";"3";"4431";"3374";"47";"12";"3315";"1048";"176";"140";"304";"79";"65";"306";"642";"280";"102";"59";"79";"30";"5";"0";"-";"-";"-"
"730025";"730025";"68";"8";"3";"3070";"2357";"31";"7";"2319";"674";"181";"106";"224";"61";"39";"191";"456";"172";"74";"55";"58";"24";"4";"0";"-";"-";"-"
"730026";"730026";"67";"8";"3";"4174";"3309";"26";"10";"3273";"1351";"185";"113";"220";"56";"49";"351";"582";"160";"46";"66";"68";"22";"4";"0";"-";"-";"-"
"730027";"730027";"67";"8";"3";"3817";"2727";"32";"15";"2680";"1078";"163";"71";"194";"43";"53";"274";"383";"228";"41";"49";"87";"15";"1";"0";"-";"-";"-"
"730028";"730028";"68";"8";"3";"4098";"3036";"38";"14";"2984";"787";"208";"145";"234";"127";"66";"212";"645";"269";"109";"64";"81";"34";"1";"2";"-";"-";"-"
"730029";"730029";"67";"8";"3";"5200";"4222";"32";"10";"4180";"1431";"282";"202";"323";"81";"78";"365";"972";"233";"60";"60";"64";"26";"3";"0";"-";"-";"-"
"730030";"730030";"67";"8";"3";"3008";"2259";"16";"9";"2234";"925";"124";"73";"197";"33";"25";"189";"360";"156";"58";"39";"44";"10";"0";"1";"-";"-";"-"
"730031";"730031";"68";"8";"3";"6113";"5162";"33";"9";"5120";"1756";"223";"223";"371";"97";"136";"518";"1285";"178";"86";"122";"89";"32";"4";"0";"-";"-";"-"
"730032";"730032";"68";"8";"3";"3317";"2736";"20";"4";"2712";"942";"137";"109";"179";"50";"119";"261";"639";"119";"46";"56";"39";"15";"1";"0";"-";"-";"-"
"730033";"730033";"68";"8";"3";"1643";"1371";"10";"2";"1359";"387";"80";"53";"54";"27";"41";"151";"440";"50";"19";"34";"19";"3";"1";"0";"-";"-";"-"
